Etunimi,Lukumäärä
Enni-Liisa,6
Erda,6
Erla,6
Esin,6
Esraa,6
Essi-Ilona,6
Eufemia,6
Eva-Karin,6
Eva-Kristiina,6
Eva-Lis,6
Evangelina,6
Eva-Sofia,6
Evea,6
Ewelina,6
Eylem,6
Fahimeh,6
Faize,6
Fanni-Lotta,6
Faranak,6
Farhat,6
Fatbardha,6
Fereshta,6
Feven,6
Fidan,6
Florencia,6
Foos,6
Fotini,6
Fowzia,6
Funda,6
Garita,6
Genet,6
Golda,6
Gracia,6
Greta-Lisa,6
Götha,6
Habon,6
Halima-Sadia,6
Han,6
Hanadi,6
Hanna-Kerttu,6
Hanna-Leea,6
Hanne-Maaria,6
Hannimari,6
Harriette,6
Hasina,6
Hasti,6
Hawra,6
Havu,6
Haya,6
Haylie,6
Hazal,6
Heddi,6
Heidi-Kristiina,6
Heline,6
Heljä-Marja,6
Helleni,6
Helmi-Marja,6
Henna-Maaret,6
Henna-Tuulia,6
Herta,6
Heta-Mari,6
Hidaya,6
Hilda-Mari,6
Hilka,6
Hilkka-Helena,6
Hilla-Maija,6
Hoa,6
Homaira,6
Ida-Riikka,6
Ida-Roosa,6
Iida-Alina,6
Iida-Amalia,6
Iida-Anniina,6
Iida-Leena,6
Iidalotta,6
Iida-Riikka,6
Iidasofia,6
Iina-Elina,6
Iina-Julia,6
Iina-Liisa,6
Iisa-Maria,6
Iita-Liina,6
Ilon,6
Imma,6
Ine,6
Ineza,6
Inga-Leena,6
Inga-Riitta,6
Inka-Julia,6
Inna-Maria,6
Inne,6
Irén,6
Íris,6
Irja-Riitta,6
Irma-Riitta,6
Isa-Lotta,6
Iselinn,6
Isobel,6
Jaana-Helena,6
Jaana-Kaarina,6
Jaana-Leena,6
Jacinta,6
Jadella,6
Jadena,6
Jalna,6
Janda,6
Janeta,6
Janeth,6
Janna-Juulia,6
Jannamari,6
Jay,6
Jemma,6
Jenia,6
Jenna-Jasmin,6
Jenna-Leena,6
Jenna-Maarit,6
Jenni-Annika,6
Jenni-Noora,6
Jenni-Pauliina,6
Jenny-Mari,6
Jenny-Marie,6
Jesmiina,6
Jessa,6
Jody,6
Jonita,6
Jooa,6
Jouki,6
Jutta-Emilia,6
Jwana,6
Kadija,6
Kadriye,6
Kaie,6
Kaija-Maria,6
Kaislakerttu,6
Kaisu-Maria,6
Kajal,6
Kaltun,6
Kani,6
Kanita,6
Kanokwan,6
Kariitta,6
Katelyn,6
Katherina,6
Kathrina,6
Kathrine,6
Kati-Helena,6
Kati-Maaria,6
Kati-Marika,6
Katja-Riina,6
Katre,6
Kazhal,6
Keisha,6
Kelsey,6
Kerttu-Leena,6
Kerttu-Liina,6
Ketsia,6
Keyf,6
Khaali,6
Khadiija,6
Kiia-Riikka,6
Kirsi-Johanna,6
Kirsi-Minna,6
Klarissa,6
Krista-Maaria,6
Krista-Mari,6
Kyla,6
Käpy,6
Kärt,6
La,6
Laara,6
Lady,6
Lai,6
Laura-Maaria,6
Lauramaija,6
Layal,6
Leena-Kaija,6
Leena-Kristiina,6
Leida,6
Lenja,6
Lenna,6
Lenny,6
Léonie,6
Lidiya,6
Liisa-Helena,6
Liisa-Inkeri,6
Lijana,6
Lil,6
Lilah,6
Liliann,6
Lilianne,6
Lilja-Mari,6
Lilja-Sofia,6
Lilka,6
Lille-Mor,6
Lissa,6
Lizzie,6
Loa,6
Lois,6
Lotta-Karoliina,6
Lotta-Riikka,6
Lottariina,6
Lubna,6
Lubov,6
Lumililja,6
Lumimarja,6
Lumi-Sofia,6
Luula,6
Lya,6
Lynda,6
Maayan,6
Madelin,6
Madelyn,6
Madhu,6
Madiha,6
Maeve,6
Mahdia,6
Mai-Brit,6
Maiia,6
Maija-Anneli,6
Maija-Riina,6
Maiken,6
Maisi,6
Maja-Stina,6
Majda,6
Maj-Rut,6
Maj-Viol,6
Mana,6
Manon,6
Mar,6
Máret,6
Maria-Theresa,6
Mariatta,6
Marie-Charlotte,6
Marie-Sofie,6
Marie-Therese,6
Mari-Katariina,6
Mari-Katriina,6
Mari-Mia,6
Mario,6
Marja-Inkeri,6
Marja-Leea,6
Marja-Sirkku,6
Marjo-Kristiina,6
Marjoriina,6
Marjuska,6
Markitta,6
Maryamo,6
Mayan,6
Mayar,6
Mayuree,6
Mélissa,6
Melitta,6
Meltem,6
Merelle,6
Mergime,6
Merica,6
Meri-Ellen,6
Meriina,6
Meri-Maria,6
Meri-Sofia,6
Merissa,6
Merja-Maija,6
Merja-Sinikka,6
Mervi-Liisa,6
Meryam,6
Mevlude,6
Mia-Emilia,6
Mia-Johanna,6
Mia-Kristiina,6
Mia-Lisa,6
Mia-Maaria,6
Mida,6
Miia-Maaret,6
Miiamari,6
Miia-Marja,6
Miina-Maija,6
Miira-Maria,6
Mikayla,6
Mila-Marie,6
Milanna,6
Milene,6
Militza,6
Milja-Maija,6
Milja-Mari,6
Millamaari,6
Milla-Noora,6
Mille,6
Minel,6
Ming,6
Mini,6
Minire,6
Minka-Maria,6
Minna-Lotta,6
Minna-Marjut,6
Minna-Riina,6
Minnariitta,6
Minou,6
Minttumaari,6
Minttu-Maari,6
Mirabel,6
Mirah,6
Mira-Tuulia,6
Mire,6
Miria,6
Mirika,6
Mirja-Sisko,6
Mirje,6
Mirkka-Liisa,6
Mirkka-Maaria,6
Mirva-Riitta,6
Mirvete,6
Mobina,6
Montaha,6
Mouna,6
Muriel,6
Mushtaq,6
Naiima,6
Naiimo,6
Najiba,6
Nanika,6
Nannu,6
Nashmil,6
Nasim,6
Nastaran,6
Natalina,6
Nazife,6
Nea-Lotta,6
Nea-Nora,6
Nefeli,6
Nelli-Maaria,6
Nelli-Mari,6
Nemo,6
Neomi,6
Nera,6
Nergis,6
Nhat,6
Nihal,6
Niina-Johanna,6
Niinamari,6
Niina-Susanna,6
Nikoleta,6
Niloofar,6
Nina-Carita,6
Nina-Kaisa,6
Ninamari,6
Nina-Susanna,6
Ninel,6
Noëlle,6
Noora-Elina,6
Noora-Kaisa,6
Noova,6
Nuka,6
Nuna,6
Nupel,6
Nuua,6
Oana,6
Olta,6
Omolola,6
Oona-Elina,6
Oona-Roosa,6
Othilia,6
Outa,6
Outi-Sisko,6
Palina,6
Palma,6
Palwasha,6
Panagiota,6
Panja,6
Parwin,6
Paulette,6
Peetra,6
Pegah,6
Pelin,6
Petra-Leena,6
Petranella,6
Petriikka,6
Pia-Anneli,6
Pia-Lisa,6
Pia-Lotta,6
Pia-Maaria,6
Pia-Marita,6
Pia-Tiina,6
Pihlaja,6
Piia-Leena,6
Piia-Riina,6
Piisku,6
Ping,6
Pinja-Emilia,6
Pinja-Sofia,6
Pirkko-Kaarina,6
Pirkko-Sisko,6
Priyanka,6
Pui,6
Päivi-Anneli,6
Qaali,6
Qian,6
Raama,6
Rafaella,6
Raghad,6
Rahime,6
Raile,6
Raine,6
Raisa-Maria,6
Rajana,6
Ratree,6
Rayana,6
Reia,6
Rhoda,6
Rianne,6
Rida,6
Riikka-Liina,6
Riikkamaria,6
Riina-Maaria,6
Riitta-Elina,6
Riittakaisa,6
Ritva-Helena,6
Ritva-Kaarina,6
Ritva-Sisko,6
Rochelle,6
Roma,6
Ronahi,6
Rosana,6
Rosa-Sofia,6
Ros-Britt,6
Rose-Maria,6
Roshni,6
Rosmariini,6
Rozan,6
Rumejsa,6
Ruweida,6
Saamiya,6
Saanamaria,6
Saara-Liina,6
Sacha,6
Sada,6
Sade-Helmi,6
Sadetta,6
Saija-Sisko,6
Sajida,6
Sakura,6
Salam,6
Salvia,6
Sanna-Karoliina,6
Sanna-Katri,6
Sanna-Maaret,6
Sanna-Susanna,6
Sanna-Tiina,6
Sanni-Lotta,6
Sannukka,6
Santa,6
Santtu,6
Sara-Annika,6
Saraella,6
Sarafiina,6
Saralotta,6
Sari-Päivi,6
Saru,6
Satumari,6
Satumarja,6
Satu-Sofia,6
Satu-Tiina,6
Sau,6
Sebahat,6
Seida,6
Seija-Maija,6
Selamawit,6
Seline,6
Selvi,6
Semina,6
Senja-Maria,6
Serin,6
Sesse,6
Shahin,6
Sham,6
Shara,6
Sharareh,6
Sharona,6
Shaymaa,6
Shekinah,6
Sheri,6
Shler,6
Shreya,6
Shu,6
Shyhrete,6
Sia,6
Siina-Maria,6
Siira,6
Sikri,6
Silja-Liisa,6
Sini-Annika,6
Sini-Emilia,6
Sini-Säde,6
Sinivuokko,6
Sipi,6
Sipriina,6
Siria,6
Sirianna,6
Siriporn,6
Siriwan,6
Sirkka-Marja,6
Sirkka-Riitta,6
Sirpa-Maarit,6
Sisko-Inkeri,6
Siu,6
Sivan,6
Snezana,6
Sofia-Emilia,6
Soili-Marja,6
Sousan,6
Sowda,6
Sudarat,6
Suheila,6
Sukaina,6
Sumaia,6
Sunná,6
Susa-Maria,6
Susse,6
Susy,6
Suvi-Kaarina,6
Suvi-Leena,6
Suvi-Liisa,6
Sveta,6
Tahereh,6
Taica,6
Taija-Liisa,6
Taina-Maria,6
Taissia,6
Taja,6
Tala,6
Tamar,6
Tammy,6
Tanisha,6
Tanja-Lotta,6
Tanja-Maaria,6
Taru-Liisa,6
Taru-Maarit,6
Taslima,6
Tasneem,6
Taylor,6
Teia,6
Teija-Tuulia,6
Tenna,6
Terhi-Maaria,6
Terttu-Leena,6
Theres,6
Thida,6
Thindra,6
Tiamaria,6
Tiera,6
Tieu,6
Tiia-Pauliina,6
Tiia-Sisko,6
Tiina-Annukka,6
Tiina-Hannele,6
Tiina-Tuulikki,6
Tinet,6
Tinja-Maria,6
Tintin,6
Titta-Liisa,6
Titvi,6
Tiuhti,6
Tram,6
Tua-Maria,6
Tuija-Tiina,6
Tuula-Liisa,6
Tuula-Marita,6
Tuuli-Sofia,6
Tytti-Leena,6
Tytti-Lotta,6
Tytti-Maaria,6
Tyty,6
Ullastiina,6
Ulla-Stiina,6
Ullica,6
Unnukka,6
Wah,6
Valentyna,6
Valérie,6
Valla,6
Vandana,6
Vanna,6
Wasana,6
Veanna,6
Veda,6
Veeda,6
Viivi-Emilia,6
Wiliina,6
Vilja-Maaria,6
Vilma-Liisa,6
Vilmalotta,6
Vilma-Riina,6
Winona,6
Violette,6
Virpi-Marja,6
Virva-Leena,6
Wivan,6
Wiveca,6
Volha,6
Vuokko-Leena,6
Yaiza,6
Yang,6
Yin,6
Yodit,6
Yumna,6
Zarife,6
Zeidi,6
Zeina,6
Zenia,6
Zineb,6
Zohreh,6
Aada-Lotta,5
Aarni,5
Aasia,5
Aata,5
Abena,5
Abshiro,5
Adafiia,5
Ada-Lotta,5
Adelheid,5
Adelisa,5
Adelmiina,5
Adiel,5
Adila,5
Adisa,5
Aditi,5
Adonika,5
Agafia,5
Agnese,5
Aino-Kaisla,5
Ainomarja,5
Aira-Maria,5
Aisa,5
Aishe,5
Aive,5
Ajlin,5
Ajna,5
Akram,5
Aleina,5
Alette,5
Aliah,5
Aliisi,5
Alima,5
Alis,5
Alma-Sofia,5
Almi,5
Alsu,5
Aluel,5
Alya,5
Amandine,5
Amarachi,5
Amen,5
Amena,5
Amenah,5
Amilla,5
Aminat,5
Amit,5
Amma,5
Amporn,5
Anahit,5
Anamaria,5
Anat,5
Anaya,5
Anca,5
Andri,5
Andria,5
Andriana,5
Anduena,5
Anea,5
Angelita,5
Anifa,5
Aniisa,5
Anis,5
Anja-Irmeli,5
Anjariitta,5
Anna-Carolina,5
Anna-Cecilia,5
Anna-Erica,5
Annakaarina,5
Annaleea,5
Anna-Maiju,5
Anna-Marija,5
Annamarja,5
Annarosa,5
Anna-Veera,5
Ann-Catherine,5
Annea,5
Anne-Kristin,5
Anne-Lie,5
Annemaarit,5
Anne-Mariia,5
Annemi,5
Anne-Mirjami,5
Annet,5
Anne-Tuulia,5
Annicka,5
Annielina,5
Anni-Elisa,5
Anni-Ellen,5
Anni-Inkeri,5
Anni-Maj,5
Anniriina,5
Anni-Saara,5
Anni-Sisko,5
Ann-Kristiina,5
Ann-Niina,5
Annu-Maaria,5
Annuska,5
Anriikka,5
Anselika,5
Anthea,5
Anu-Eveliina,5
Anu-Inkeri,5
Anu-Katriina,5
Anumaria,5
Anu-Minna,5
Anusha,5
Anu-Tiina,5
Ara,5
Aralia,5
Ariadne,5
Arife,5
Arja-Inkeri,5
Arja-Kaisa,5
Arjaleena,5
Arjeta,5
Arla-Maria,5
Ashleigh,5
Ashti,5
Asraa,5
Aulimaija,5
Auli-Sisko,5
Aune-Maria,5
Aveline,5
Avery,5
Awin,5
Aysan,5
Aysu,5
Aza,5
Azize,5
Badria,5
Bafrin,5
Bahra,5
Bailey,5
Balqisa,5
Bang,5
Béa,5
Béatrice,5
Begard,5
Bella-Maria,5
Beren,5
Berina,5
Besiana,5
Bethel,5
Birte,5
Bishaaro,5
Bisharo,5
Björg,5
Blandine,5
Blerona,5
Borbála,5
Brielle,5
Brit,5
Britt-Lis,5
Britt-May,5
Bärbel,5
Calista,5
Camelia,5
Candy,5
Carly,5
Carme,5
Cataleya,5
Catharine,5
Caty,5
Celena,5
Célia,5
Cenita,5
Ceyda,5
Chantel,5
Chaweewan,5
Cherry,5
Cheyenne,5
Chintana,5
Christa-Maria,5
Christell,5
Chro,5
Ciira,5
Cilia,5
Clarice,5
Cleopatra,5
Con,5
Cong,5
Constance,5
Courtney,5
Da,5
Dafni,5
Dalya,5
Danella,5
Dani,5
Danina,5
Darcy,5
Dareia,5
Darin,5
Didar,5
Dionne,5
Dominica,5
Doora,5
Dooris,5
Dordi,5
Dudu,5
Dzenana,5
Ecrin,5
Edia,5
Edibe,5
Eeva-Elina,5
Eeva-Karoliina,5
Eeva-Katriina,5
Efi,5
Eija-Kaisa,5
Eija-Tuulikki,5
Eila-Riitta,5
Eile,5
Eine-Liisa,5
Eir,5
Elaisa,5
Elba,5
Eldina,5
Ele,5
Eleanna,5
Eleena,5
Eleia,5
Eleina,5
Elenora,5
Eléonore,5
Eleri,5
Elianna,5
Eliisabet,5
Eljesa,5
Elka,5
Ellakaisa,5
Ella-Liisa,5
Ellamaija,5
Ella-Rosa,5
Ella-Tuulia,5
Ellianna,5
Elli-Veera,5
Elmiida,5
Elna-Maria,5
Elouise,5
Else-Maria,5
Elsmaj,5
Els-May,5
Emeli,5
Emilii,5
Emma-Helena,5
Emma-Kaarina,5
Emma-Reeta,5
Emme,5
Emmeline,5
Emmi-Ilona,5
Emmi-Inkeri,5
Emmi-Pauliina,5
Emmi-Reeta,5
Emna,5
Eneli,5
Enla,5
Enni-Ilona,5
Enni-Mari,5
Ennimaria,5
Enni-Olivia,5
Epp,5
Erja-Sisko,5
Ermina,5
Erona,5
Esenia,5
Esmi,5
Essi-Elina,5
Essi-Leena,5
Esta,5
Eva-Brita,5
Eva-Johanna,5
Eva-Lotte,5
Eva-Maarit,5
Evanna,5
Eweliina,5
Evely,5
Fabienne,5
Fadila,5
Fadima,5
Fadwa,5
Fahrije,5
Fang,5
Fanniina,5
Farduus,5
Faria,5
Farxiyo,5
Fatha,5
Fathia,5
Fathima,5
Faustina,5
Feelia,5
Fereshte,5
Fernanda,5
Fia-Maria,5
Filomena,5
Firdaus,5
Flavia,5
Fleur,5
Folashade,5
Fouzia,5
Fowsiya,5
Fozia,5
Fredriikka,5
Geeta,5
Gertrude,5
Gigi,5
Ginger,5
Gladis,5
Glena,5
Gohar,5
Golaleh,5
Gona,5
Gulala,5
Gulmira,5
Gun-Christin,5
Gülen,5
Gülsen,5
Güzel,5
Haboon,5
Hadassa,5
Hafida,5
Hafza,5
Haide,5
Haiyan,5
Hajnalka,5
Hajrije,5
Haneen,5
Hang,5
Haniya,5
Hanna-Anneli,5
Hanna-Greta,5
Hanna-Karin,5
Hannaliina,5
Hanna-Liina,5
Hannamarja,5
Hanna-Riika,5
Hanne-Riitta,5
Harper,5
Havanna,5
Hawraa,5
Hayad,5
Hazbije,5
Hede,5
Heelmä,5
Heidemarie,5
Heike,5
Heinikki,5
Helan,5
Heleri,5
Heli-Katriina,5
Heli-Marjatta,5
Heli-Susanna,5
Helje,5
Heljä-Riitta,5
Heljä-Sisko,5
Helmi-Emilia,5
Helmiida,5
Helmi-Leena,5
Helmi-Liisa,5
Hena,5
Hend,5
Henna-Elina,5
Henna-Lotta,5
Henna-Marika,5
Henna-Marja,5
Henne,5
Henni-Kaisa,5
Henni-Riikka,5
Henriitta,5
Hera,5
Hertta-Maria,5
Heta-Leena,5
Heta-Sofia,5
Hilke,5
Hilla-Sofia,5
Hilma-Liisa,5
Hilma-Maria,5
Hiltu,5
Hissu,5
Hoai,5
Honya,5
Humaira,5
Huyen,5
Härdis,5
Ianina,5
Ibtihal,5
Ida-Anniina,5
Ida-Josefina,5
Ida-Olivia,5
Idel,5
Idman,5
Iidaliisa,5
Iila,5
Iina-Maaria,5
Iiris-Maria,5
Iita-Mari,5
Ilaria,5
Ilhaam,5
Imbi,5
Immaculee,5
Imogen,5
Inaaya,5
Indy,5
Inés,5
Inga-Maija,5
Inga-Marita,5
Ingrit,5
Inka-Amanda,5
Inkalilja,5
Inka-Maarit,5
Inkamari,5
Inka-Tuuli,5
Inker-Anni,5
Inkku,5
Inu,5
Irené,5
Irja-Kaarina,5
Irjaliisa,5
Irja-Maija,5
Irmi,5
Isa-Erika,5
Ismahaan,5
Jaana-Marita,5
Jaane,5
Jadwiga,5
Jaklin,5
Jalina,5
Jalmiina,5
Jania,5
Janira,5
Janna-Jemina,5
Janna-Julia,5
Janna-Riina,5
Janni-Maria,5
Jarona,5
Jasmira,5
Jasper,5
Jatta-Mari,5
Jeanett,5
Jemica,5
Jemilla,5
Jemimah,5
Jen,5
Jenna-Maija,5
Jenni-Helena,5
Jenni-Lotta,5
Jenni-Maarit,5
Jenny-Emilia,5
Jenny-Julia,5
Jenny-Juulia,5
Jenny-Liisa,5
Jian,5
Jiyan,5
Joenna,5
Jonna-Kristiina,5
Jonna-Leena,5
Jonna-Liisa,5
Jonnamari,5
Jorunn,5
Jule,5
Julian,5
Juli-Anna,5
Julieta,5
Juniper,5
Justine,5
Jutta-Maija,5
Kaija-Anneli,5
Kaija-Inkeri,5
Kaisa-Kerttu,5
Kaisu-Maija,5
Kajo,5
Kalina,5
Kalpana,5
Karenina,5
Karli,5
Karlotta,5
Karmel,5
Karpalo,5
Kati-Hannele,5
Kati-Marjaana,5
Kati-Riina,5
Katja-Pauliina,5
Katja-Riikka,5
Katla,5
Katleena,5
Katri-Anneli,5
Katri-Liisa,5
Katri-Maarit,5
Katsiaryna,5
Keela,5
Kenzy,5
Keri,5
Kertu,5
Kha,5
Khadijeh,5
Kida,5
Kien,5
Kiri,5
Kirre,5
Kirsi-Anneli,5
Kirsi-Kaarina,5
Kirsi-Marju,5
Kisu,5
Kita,5
Klára,5
Kosar,5
Kousar,5
Krista-Helena,5
Krista-Liisa,5
Kukka-Lotta,5
Küllike,5
Lahja-Maria,5
Laija,5
Lam,5
Lamis,5
Lano,5
Latife,5
Laulu,5
Laura-Anniina,5
Laura-Kristiina,5
Laurana,5
Laura-Sisko,5
Laura-Tuulia,5
Laurel,5
Layan,5
Learta,5
Leena-Inkeri,5
Leena-Katriina,5
Leena-Maaria,5
Leenamaria,5
Leena-Marjukka,5
Leevi,5
Leiah,5
Leila-Anneli,5
Leila-Maria,5
Leilani,5
Léna,5
Lenka,5
Leonia,5
Ler,5
Lexie,5
Liane,5
Lieko,5
Liisa-Anneli,5
Liisa-Elina,5
Liisa-Sisko,5
Liisi-Maria,5
Lilan,5
Lilas,5
Lilibeth,5
Lilie,5
Lilien,5
Lilja-Lotta,5
Lillimari,5
Lilly-Ann,5
Liloz,5
Lily-Rose,5
Lina-Sofia,5
Lindsay,5
Lindvi,5
Ljubica,5
Loren,5
Lory,5
Louna-Tuuli,5
Luella,5
Luka,5
Lumi-Emilia,5
Lumihelmi,5
Lumikirsikka,5
Lumilia,5
Lumi-Maaria,5
Lumi-Marja,5
Luminita,5
Luminka,5
Lumme,5
Mackenzie,5
Madelén,5
Madeléne,5
Madlena,5
Madli,5
Magnhild,5
Mahabad,5
Mahbuba,5
Mahin,5
Mahnoor,5
Maïa,5
Maija-Inkeri,5
Maija-Katariina,5
Maija-Terttu,5
Maiju-Elina,5
Maiju-Emilia,5
Maijukka,5
Maijuleena,5
Mailen,5
Maimi,5
Maire-Liisa,5
Maj-Leena,5
Majvi,5
Makka,5
Malalai,5
Malene,5
Malisa,5
Malwa,5
Malyun,5
Malyuun,5
Mame,5
Mamta,5
Mandeep,5
Manijeh,5
Maretta,5
Margarethe,5
Margherita,5
Marghita,5
Margie,5
Marguerita,5
Maria-Eliisa,5
Mari-Anniina,5
Maria-Riikka,5
Maria-Susanna,5
Marie-Luise,5
Marie-Susanne,5
Mari-Hanna,5
Mariisa,5
Marilin,5
Mari-Minttu,5
Marinette,5
Marith,5
Marivic,5
Marja-Irmeli,5
Marjo-Katriina,5
Marju-Riitta,5
Markéta,5
Marley,5
Marna,5
Maruska,5
Masooma,5
Masuma,5
Masume,5
Mavis,5
Max,5
May-Louise,5
Mayra,5
Medea,5
Mediha,5
Meetta,5
Mehtap,5
Meike,5
Meital,5
Melida,5
Meline,5
Melisse,5
Meliza,5
Memma,5
Merianne,5
Meribel,5
Merida,5
Meriella,5
Merimaija,5
Merna,5
Merri,5
Meseret,5
Mia-Carita,5
Mia-Marja,5
Mia-Marjut,5
Michéle,5
Michell,5
Michella,5
Midia,5
Miia-Emilia,5
Miiju,5
Miisa-Maija,5
Mikaella,5
Milagros,5
Mila-Sofia,5
Milja-Elina,5
Milla-Liisa,5
Milla-Reetta,5
Millicent,5
Milya,5
Minka-Maaria,5
Minna-Maaret,5
Mintti,5
Minttu-Liisa,5
Minttu-Maija,5
Mira-Bella,5
Miracle,5
Miradije,5
Mira-Liisa,5
Mira-Maaria,5
Mira-Sofia,5
Mireya,5
Mirja-Terttu,5
Mirka-Maarit,5
Mirra,5
Mischa,5
Misla,5
Mitzi,5
Momo,5
Mona-Riikka,5
Mona-Sofia,5
Monita,5
Mooa,5
Moona-Kaisa,5
Mooni,5
Moonica,5
Most.,5
Mozhgan,5
Mst,5
Mst.,5
Muhubo,5
Munisa,5
Myrtel,5
Nabiha,5
Nadiia,5
Nadire,5
Nahal,5
Naime,5
Najlaa,5
Nandi,5
Nanna-Johanna,5
Nanna-Mari,5
Naomie,5
Nastasia,5
Nastja,5
Nava,5
Nay,5
Nazli,5
Nazmije,5
Neira,5
Nella-Mari,5
Nella-Riina,5
Nesa,5
Netta-Maaria,5
Nevin,5
Ngan,5
Nicki,5
Nico,5
Nicol,5
Nieves,5
Niiki,5
Niina-Kristiina,5
Niina-Maaria,5
Niina-Marja,5
Niisa,5
Niitta,5
Nilgün,5
Nilofar,5
Ninamaria,5
Nina-Riikka,5
Nina-Riitta,5
Ninna-Maria,5
Nira,5
Nittaya,5
Noemie,5
Nor,5
Norna,5
Nuppu-Maria,5
Nupur,5
Nurije,5
Nuru,5
Nyima,5
Olha,5
Oluchi,5
Onnia,5
Oona-Ilona,5
Oona-Julia,5
Oonamaria,5
Otilia,5
Paria,5
Patriicia,5
Patrycja,5
Paula-Helena,5
Paula-Kaisa,5
Peija,5
Penina,5
Peppi-Emilia,5
Peppi-Ilona,5
Peppi-Maria,5
Perihan,5
Pernille,5
Pervin,5
Petimat,5
Petra-Johanna,5
Pia-Kaarina,5
Pialiisa,5
Pia-Marjut,5
Pia-Susanne,5
Pieta-Maria,5
Pihla-Maaria,5
Piipe,5
Piki,5
Pinja-Liisa,5
Pinja-Maaria,5
Pinja-Pauliina,5
Pinja-Riikka,5
Pippi,5
Pirjo-Anneli,5
Pirjo-Maarit,5
Pirjo-Maija,5
Pirki,5
Pitja,5
Piu,5
Polly,5
Pray,5
Princesse,5
Priskilla,5
Puro,5
Päivi-Inkeri,5
Qadra,5
Qing,5
Queen,5
Raaho,5
Radwa,5
Rafal,5
Rafia,5
Ragne,5
Rahmah,5
Raho,5
Raida,5
Raihana,5
Rashmi,5
Rawaa,5
Ravinder,5
Raz,5
Razieh,5
Ree,5
Reeta-Leena,5
Reeta-Liisa,5
Reetamari,5
Regiina,5
Rehana,5
Reidun,5
Reija-Riikka,5
Remzije,5
Renu,5
Rezan,5
Rihana,5
Riikka-Emilia,5
Riikka-Lotta,5
Riikka-Tiina,5
Riina-Sofia,5
Riita,5
Rinka,5
Ritva-Marja,5
Riya,5
Robina,5
Roksana,5
Romi,5
Ronela,5
Ronit,5
Roosa-Maarit,5
Rosali,5
Rosalind,5
Rosa-Mariia,5
Rosario,5
Roselia,5
Roxanna,5
Rubi,5
Ruken,5
Ruslana,5
Ruut-Maria,5
Ruwayda,5
Saabirin,5
Saabriin,5
Saafi,5
Saamia,5
Saana-Riikka,5
Saarai,5
Saarakaisa,5
Saaramaija,5
Saara-Susanna,5
Saarni,5
Sabiina,5
Saffie,5
Saiga,5
Saila-Maarit,5
Saila-Mari,5
Saila-Riitta,5
Salaado,5
Salla-Sisko,5
Salli-Sofia,5
Samiiro,5
Sanam,5
Sanette,5
Sanna-Emilia,5
Sannah,5
Sanna-Kaarina,5
Sanna-Leea,5
Sannaliina,5
Sannamaaria,5
Sanna-Marie,5
Sanni-Maaria,5
Sannimaija,5
Sannina,5
Sara-Anna,5
Sara-Elina,5
Sara-Ellen,5
Sarafina,5
Sara-Liina,5
Sara-Sofie,5
Saraswati,5
Sare,5
Sari-Kaarina,5
Saritta,5
Saron,5
Sarpa,5
Satu-Pia,5
Satu-Riikka,5
Scilla,5
Seher,5
Seija-Anneli,5
Seijaliisa,5
Seile,5
Sejla,5
Seli,5
Senada,5
Senja-Sofia,5
Serap,5
Serine,5
Sevi,5
Sevim,5
Shabana,5
Shadiya,5
Shahd,5
Shaida,5
Shakiba,5
Shelley,5
Shemsije,5
Sheryl,5
Shiloh,5
Shkurta,5
Shohreh,5
Shruti,5
Siana,5
Sibora,5
Siirisofia,5
Siisa,5
Silja-Leena,5
Silja-Maija,5
Silla-Sofia,5
Sin,5
Sinia,5
Sini-Anna,5
Sini-Helena,5
Sini-Iiris,5
Sini-Jasmin,5
Sinikka-Liisa,5
Sini-Lilja,5
Sinimaaria,5
Sini-Marjut,5
Sini-Minttu,5
Sinitta,5
Sirad,5
Sirissa,5
Sirja-Liisa,5
Sirkka-Helena,5
Sirkka-Sisko,5
Sirle,5
Sirpa-Maija,5
Sirpa-Marja,5
Sirri,5
Sirwa,5
Sisko-Kaarina,5
Sisse,5
Sneha,5
Snejana,5
Soila-Maria,5
Soile-Maria,5
Solmaz,5
Songül,5
Sonila,5
Sosan,5
Sri,5
Stiina-Liisa,5
Stiina-Maria,5
Suaad,5
Sucaad,5
Suchada,5
Suhayla,5
Suhur,5
Sukeyna,5
Sultana,5
Sumu,5
Sunisa,5
Supriya,5
Suvi-Ilona,5
Suvi-Kaisa,5
Suvi-Kristiina,5
Suvi-Maaret,5
Suvi-Mari,5
Suvimaria,5
Suvimarja,5
Suvi-Marjut,5
Suvi-Riikka,5
Suvi-Sanna,5
Suvi-Sinikka,5
Sveva,5
Sviatlana,5
Tabarak,5
Tahera,5
Taina-Maarit,5
Taina-Marja,5
Taina-Riitta,5
Taisiia,5
Taisiya,5
Tanja-Maaret,5
Tanvi,5
Taru-Tiina,5
Tau,5
Téa,5
Tea-Leena,5
Teena,5
Teija-Tiina,5
Teila,5
Terhi-Maija,5
Terry,5
Tertit,5
Tete,5
Tette,5
Thai,5
Théa,5
Tia-Riikka,5
Tiia-Elina,5
Tiia-Johanna,5
Tiia-Karoliina,5
Tiiju,5
Tiinaleena,5
Tiivi,5
Tímea,5
Tina-Marie,5
Tipi,5
Titta-Liina,5
Titta-Maaria,5
Tiu,5
Towa,5
Trang,5
Triine,5
Tringa,5
Tuija-Kaisa,5
Tuiti,5
Tulikukka,5
Tuong,5
Tupuna,5
